Time_Casa,Estado_Time_Casa,Time_Visitante,Estado_Time_Visitante,Gols_Mandante,Gols_Visitante,Temporada,Rodada,Empate,Vencedor,Derrotado,Pontuacao_Casa,Pontuacao_Visitante,Num_Vitorias_Casa,Num_Derrota_Casa,Num_Empate_Casa,Num_Vitorias_Visitante,Num_Derrota_Visitante,Num_Empate_Visitante,Saldo_Mandante,Saldo_Visitante,Total_Pontos_Casa,Total_Vitorias_Casa,Total_Empates_Casa,Total_Derrotas_Casa,Total_Saldo_Casa,Total_Pontos_Visitante,Total_Vitorias_Visitante,Total_Empates_Visitante,Total_Derrotas_Visitante,Total_Saldo_Visitante
Chapecoense,SC,Gremio,RS,1,0,2015,12,False,Chapecoense,Gremio,3,0,1,0,0,0,1,0,1,-1,47,12,11,15,-10,68,20,8,10,20
Palmeiras,SP,Avai,SC,3,0,2015,12,False,Palmeiras,Avai,3,0,1,0,0,0,1,0,3,-3,53,15,8,15,9,42,11,9,18,-22
Figueirense,SC,Joinville,SC,0,2,2015,12,False,Joinville,Figueirense,0,3,0,1,0,1,0,0,-2,2,43,11,10,17,-14,31,7,10,21,-22
Vasco da Gama,RJ,Sao Paulo,SP,0,4,2015,12,False,Sao Paulo,Vasco da Gama,0,3,0,1,0,1,0,0,-4,4,41,10,11,17,-26,60,17,9,12,7
Internacional,RS,Flamengo,RJ,1,2,2015,12,False,Flamengo,Internacional,0,3,0,1,0,1,0,0,-1,1,60,17,9,12,1,49,15,4,19,-8
Atletico-MG,MG,Sport,PE,2,1,2015,12,False,Atletico-MG,Sport,3,0,1,0,0,0,1,0,1,-1,70,21,7,10,20,59,15,14,9,15
Corinthians,SP,Athletico-PR,PR,2,0,2015,12,False,Corinthians,Athletico-PR,3,0,1,0,0,0,1,0,2,-2,81,24,9,5,40,51,14,9,15,-5
Fluminense,RJ,Cruzeiro,MG,1,0,2015,12,False,Fluminense,Cruzeiro,3,0,1,0,0,0,1,0,1,-1,47,14,5,19,-9,55,15,10,13,9
Gremio,RS,Vasco da Gama,RJ,2,0,2015,13,False,Gremio,Vasco da Gama,3,0,1,0,0,0,1,0,2,-2,68,20,8,10,20,41,10,11,17,-26
Santos,SP,Figueirense,SC,3,0,2015,13,False,Santos,Figueirense,3,0,1,0,0,0,1,0,3,-3,58,16,10,12,18,43,11,10,17,-14
Ponte Preta,SP,Atletico-MG,MG,0,2,2015,13,False,Atletico-MG,Ponte Preta,0,3,0,1,0,1,0,0,-2,2,51,13,12,13,1,70,21,7,10,20
Sao Paulo,SP,Coritiba,PR,3,1,2015,13,False,Sao Paulo,Coritiba,3,0,1,0,0,0,1,0,2,-2,60,17,9,12,7,44,11,11,16,-11
Flamengo,RJ,Corinthians,SP,0,3,2015,13,False,Corinthians,Flamengo,0,3,0,1,0,1,0,0,-3,3,49,15,4,19,-8,81,24,9,5,40
Cruzeiro,MG,Goias,GO,1,0,2015,13,False,Cruzeiro,Goias,3,0,1,0,0,0,1,0,1,-1,55,15,10,13,9,38,10,8,20,-13
Athletico-PR,PR,Fluminense,RJ,1,2,2015,13,False,Fluminense,Athletico-PR,0,3,0,1,0,1,0,0,-1,1,51,14,9,15,-5,47,14,5,19,-9
Joinville,SC,Internacional,RS,0,2,2015,13,False,Internacional,Joinville,0,3,0,1,0,1,0,0,-2,2,31,7,10,21,-22,60,17,9,12,1
Avai,SC,Chapecoense,SC,2,1,2015,13,False,Avai,Chapecoense,3,0,1,0,0,0,1,0,1,-1,42,11,9,18,-22,47,12,11,15,-10
Sport,PE,Palmeiras,SP,2,2,2015,13,True,None,None,1,1,0,0,1,0,0,1,0,0,59,15,14,9,15,53,15,8,15,9
Flamengo,RJ,Gremio,RS,1,0,2015,14,False,Flamengo,Gremio,3,0,1,0,0,0,1,0,1,-1,49,15,4,19,-8,68,20,8,10,20
Internacional,RS,Goias,GO,2,1,2015,14,False,Internacional,Goias,3,0,1,0,0,0,1,0,1,-1,60,17,9,12,1,38,10,8,20,-13
Corinthians,SP,Atletico-MG,MG,1,0,2015,14,False,Corinthians,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,81,24,9,5,40,70,21,7,10,20
Athletico-PR,PR,Chapecoense,SC,1,0,2015,14,False,Athletico-PR,Chapecoense,3,0,1,0,0,0,1,0,1,-1,51,14,9,15,-5,47,12,11,15,-10
Palmeiras,SP,Santos,SP,1,0,2015,14,False,Palmeiras,Santos,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,9,58,16,10,12,18
Fluminense,RJ,Vasco da Gama,RJ,1,2,2015,14,False,Vasco da Gama,Fluminense,0,3,0,1,0,1,0,0,-1,1,47,14,5,19,-9,41,10,11,17,-26
Figueirense,SC,Coritiba,PR,0,0,2015,14,True,None,None,1,1,0,0,1,0,0,1,0,0,43,11,10,17,-14,44,11,11,16,-11
Sport,PE,Sao Paulo,SP,2,0,2015,14,False,Sport,Sao Paulo,3,0,1,0,0,0,1,0,2,-2,59,15,14,9,15,60,17,9,12,7
Cruzeiro,MG,Avai,SC,1,1,2015,14,True,None,None,1,1,0,0,1,0,0,1,0,0,55,15,10,13,9,42,11,9,18,-22
Joinville,SC,Ponte Preta,SP,1,1,2015,14,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-22,51,13,12,13,1
Avai,SC,Athletico-PR,PR,1,2,2015,15,False,Athletico-PR,Avai,0,3,0,1,0,1,0,0,-1,1,42,11,9,18,-22,51,14,9,15,-5
Gremio,RS,Sport,PE,1,1,2015,15,True,None,None,1,1,0,0,1,0,0,1,0,0,68,20,8,10,20,59,15,14,9,15
Atletico-MG,MG,Figueirense,SC,1,0,2015,15,False,Atletico-MG,Figueirense,3,0,1,0,0,0,1,0,1,-1,70,21,7,10,20,43,11,10,17,-14
Santos,SP,Joinville,SC,2,0,2015,15,False,Santos,Joinville,3,0,1,0,0,0,1,0,2,-2,58,16,10,12,18,31,7,10,21,-22
Chapecoense,SC,Fluminense,RJ,2,1,2015,15,False,Chapecoense,Fluminense,3,0,1,0,0,0,1,0,1,-1,47,12,11,15,-10,47,14,5,19,-9
Goias,GO,Flamengo,RJ,0,1,2015,15,False,Flamengo,Goias,0,3,0,1,0,1,0,0,-1,1,38,10,8,20,-13,49,15,4,19,-8
Ponte Preta,SP,Internacional,RS,0,0,2015,15,True,None,None,1,1,0,0,1,0,0,1,0,0,51,13,12,13,1,60,17,9,12,1
Coritiba,PR,Corinthians,SP,1,1,2015,15,True,None,None,1,1,0,0,1,0,0,1,0,0,44,11,11,16,-11,81,24,9,5,40
Sao Paulo,SP,Cruzeiro,MG,1,0,2015,15,False,Sao Paulo,Cruzeiro,3,0,1,0,0,0,1,0,1,-1,60,17,9,12,7,55,15,10,13,9
Vasco da Gama,RJ,Palmeiras,SP,1,4,2015,15,False,Palmeiras,Vasco da Gama,0,3,0,1,0,1,0,0,-3,3,41,10,11,17,-26,53,15,8,15,9
Corinthians,SP,Vasco da Gama,RJ,3,0,2015,16,False,Corinthians,Vasco da Gama,3,0,1,0,0,0,1,0,3,-3,81,24,9,5,40,41,10,11,17,-26
Atletico-MG,MG,Sao Paulo,SP,3,1,2015,16,False,Atletico-MG,Sao Paulo,3,0,1,0,0,0,1,0,2,-2,70,21,7,10,20,60,17,9,12,7
Fluminense,RJ,Gremio,RS,1,0,2015,16,False,Fluminense,Gremio,3,0,1,0,0,0,1,0,1,-1,47,14,5,19,-9,68,20,8,10,20
Palmeiras,SP,Athletico-PR,PR,0,1,2015,16,False,Athletico-PR,Palmeiras,0,3,0,1,0,1,0,0,-1,1,53,15,8,15,9,51,14,9,15,-5
Coritiba,PR,Goias,GO,1,1,2015,16,True,None,None,1,1,0,0,1,0,0,1,0,0,44,11,11,16,-11,38,10,8,20,-13
Joinville,SC,Avai,SC,2,0,2015,16,False,Joinville,Avai,3,0,1,0,0,0,1,0,2,-2,31,7,10,21,-22,42,11,9,18,-22
Flamengo,RJ,Santos,SP,2,2,2015,16,True,None,None,1,1,0,0,1,0,0,1,0,0,49,15,4,19,-8,58,16,10,12,18
Figueirense,SC,Ponte Preta,SP,3,1,2015,16,False,Figueirense,Ponte Preta,3,0,1,0,0,0,1,0,2,-2,43,11,10,17,-14,51,13,12,13,1
Internacional,RS,Chapecoense,SC,0,0,2015,16,True,None,None,1,1,0,0,1,0,0,1,0,0,60,17,9,12,1,47,12,11,15,-10
Sport,PE,Cruzeiro,MG,0,0,2015,16,True,None,None,1,1,0,0,1,0,0,1,0,0,59,15,14,9,15,55,15,10,13,9
Avai,SC,Fluminense,RJ,1,0,2015,17,False,Avai,Fluminense,3,0,1,0,0,0,1,0,1,-1,42,11,9,18,-22,47,14,5,19,-9
Santos,SP,Coritiba,PR,3,0,2015,17,False,Santos,Coritiba,3,0,1,0,0,0,1,0,3,-3,58,16,10,12,18,44,11,11,16,-11
Athletico-PR,PR,Sport,PE,1,1,2015,17,True,None,None,1,1,0,0,1,0,0,1,0,0,51,14,9,15,-5,59,15,14,9,15
Vasco da Gama,RJ,Joinville,SC,0,0,2015,17,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-26,31,7,10,21,-22
Goias,GO,Atletico-MG,MG,0,0,2015,17,True,None,None,1,1,0,0,1,0,0,1,0,0,38,10,8,20,-13,70,21,7,10,20
Cruzeiro,MG,Palmeiras,SP,2,1,2015,17,False,Cruzeiro,Palmeiras,3,0,1,0,0,0,1,0,1,-1,55,15,10,13,9,53,15,8,15,9
Ponte Preta,SP,Flamengo,RJ,1,0,2015,17,False,Ponte Preta,Flamengo,3,0,1,0,0,0,1,0,1,-1,51,13,12,13,1,49,15,4,19,-8
Sao Paulo,SP,Corinthians,SP,1,1,2015,17,True,None,None,1,1,0,0,1,0,0,1,0,0,60,17,9,12,7,81,24,9,5,40
Chapecoense,SC,Figueirense,SC,2,2,2015,17,True,None,None,1,1,0,0,1,0,0,1,0,0,47,12,11,15,-10,43,11,10,17,-14
Gremio,RS,Internacional,RS,5,0,2015,17,False,Gremio,Internacional,3,0,1,0,0,0,1,0,5,-5,68,20,8,10,20,60,17,9,12,1
Flamengo,RJ,Athletico-PR,PR,3,2,2015,18,False,Flamengo,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,49,15,4,19,-8,51,14,9,15,-5
Coritiba,PR,Palmeiras,SP,2,1,2015,18,False,Coritiba,Palmeiras,3,0,1,0,0,0,1,0,1,-1,44,11,11,16,-11,53,15,8,15,9
Goias,GO,Chapecoense,SC,0,0,2015,18,True,None,None,1,1,0,0,1,0,0,1,0,0,38,10,8,20,-13,47,12,11,15,-10
Santos,SP,Vasco da Gama,RJ,1,0,2015,18,False,Santos,Vasco da Gama,3,0,1,0,0,0,1,0,1,-1,58,16,10,12,18,41,10,11,17,-26
Corinthians,SP,Sport,PE,4,3,2015,18,False,Corinthians,Sport,3,0,1,0,0,0,1,0,1,-1,81,24,9,5,40,59,15,14,9,15
Internacional,RS,Fluminense,RJ,1,0,2015,18,False,Internacional,Fluminense,3,0,1,0,0,0,1,0,1,-1,60,17,9,12,1,47,14,5,19,-9
Figueirense,SC,Sao Paulo,SP,0,2,2015,18,False,Sao Paulo,Figueirense,0,3,0,1,0,1,0,0,-2,2,43,11,10,17,-14,60,17,9,12,7
Ponte Preta,SP,Avai,SC,2,0,2015,18,False,Ponte Preta,Avai,3,0,1,0,0,0,1,0,2,-2,51,13,12,13,1,42,11,9,18,-22
Joinville,SC,Cruzeiro,MG,3,0,2015,18,False,Joinville,Cruzeiro,3,0,1,0,0,0,1,0,3,-3,31,7,10,21,-22,55,15,10,13,9
Atletico-MG,MG,Gremio,RS,0,2,2015,18,False,Gremio,Atletico-MG,0,3,0,1,0,1,0,0,-2,2,70,21,7,10,20,68,20,8,10,20
Vasco da Gama,RJ,Coritiba,PR,0,1,2015,19,False,Coritiba,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,41,10,11,17,-26,44,11,11,16,-11
Athletico-PR,PR,Santos,SP,0,0,2015,19,True,None,None,1,1,0,0,1,0,0,1,0,0,51,14,9,15,-5,58,16,10,12,18
Sao Paulo,SP,Goias,GO,0,3,2015,19,False,Goias,Sao Paulo,0,3,0,1,0,1,0,0,-3,3,60,17,9,12,7,38,10,8,20,-13
Palmeiras,SP,Flamengo,RJ,4,2,2015,19,False,Palmeiras,Flamengo,3,0,1,0,0,0,1,0,2,-2,53,15,8,15,9,49,15,4,19,-8
Fluminense,RJ,Figueirense,SC,2,1,2015,19,False,Fluminense,Figueirense,3,0,1,0,0,0,1,0,1,-1,47,14,5,19,-9,43,11,10,17,-14
Cruzeiro,MG,Internacional,RS,0,0,2015,19,True,None,None,1,1,0,0,1,0,0,1,0,0,55,15,10,13,9,60,17,9,12,1
Avai,SC,Corinthians,SP,1,2,2015,19,False,Corinthians,Avai,0,3,0,1,0,1,0,0,-1,1,42,11,9,18,-22,81,24,9,5,40
Sport,PE,Ponte Preta,SP,1,1,2015,19,True,None,None,1,1,0,0,1,0,0,1,0,0,59,15,14,9,15,51,13,12,13,1
Gremio,RS,Joinville,SC,2,1,2015,19,False,Gremio,Joinville,3,0,1,0,0,0,1,0,1,-1,68,20,8,10,20,31,7,10,21,-22
Chapecoense,SC,Atletico-MG,MG,2,1,2015,19,False,Chapecoense,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,47,12,11,15,-10,70,21,7,10,20
Goias,GO,Vasco da Gama,RJ,3,0,2015,20,False,Goias,Vasco da Gama,3,0,1,0,0,0,1,0,3,-3,38,10,8,20,-13,41,10,11,17,-26
Santos,SP,Avai,SC,5,2,2015,20,False,Santos,Avai,3,0,1,0,0,0,1,0,3,-3,58,16,10,12,18,42,11,9,18,-22
Figueirense,SC,Sport,PE,2,1,2015,20,False,Figueirense,Sport,3,0,1,0,0,0,1,0,1,-1,43,11,10,17,-14,59,15,14,9,15
Ponte Preta,SP,Gremio,RS,0,0,2015,20,True,None,None,1,1,0,0,1,0,0,1,0,0,51,13,12,13,1,68,20,8,10,20
Coritiba,PR,Chapecoense,SC,1,0,2015,20,False,Coritiba,Chapecoense,3,0,1,0,0,0,1,0,1,-1,44,11,11,16,-11,47,12,11,15,-10
Corinthians,SP,Cruzeiro,MG,3,0,2015,20,False,Corinthians,Cruzeiro,3,0,1,0,0,0,1,0,3,-3,81,24,9,5,40,55,15,10,13,9
Joinville,SC,Fluminense,RJ,2,1,2015,20,False,Joinville,Fluminense,3,0,1,0,0,0,1,0,1,-1,31,7,10,21,-22,47,14,5,19,-9
Internacional,RS,Athletico-PR,PR,2,0,2015,20,False,Internacional,Athletico-PR,3,0,1,0,0,0,1,0,2,-2,60,17,9,12,1,51,14,9,15,-5
Flamengo,RJ,Sao Paulo,SP,2,1,2015,20,False,Flamengo,Sao Paulo,3,0,1,0,0,0,1,0,1,-1,49,15,4,19,-8,60,17,9,12,7
Atletico-MG,MG,Palmeiras,SP,2,1,2015,20,False,Atletico-MG,Palmeiras,3,0,1,0,0,0,1,0,1,-1,70,21,7,10,20,53,15,8,15,9
Vasco da Gama,RJ,Figueirense,SC,0,1,2015,21,False,Figueirense,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,41,10,11,17,-26,43,11,10,17,-14
Sao Paulo,SP,Ponte Preta,SP,3,0,2015,21,False,Sao Paulo,Ponte Preta,3,0,1,0,0,0,1,0,3,-3,60,17,9,12,7,51,13,12,13,1
Avai,SC,Internacional,RS,3,0,2015,21,False,Avai,Internacional,3,0,1,0,0,0,1,0,3,-3,42,11,9,18,-22,60,17,9,12,1
Gremio,RS,Coritiba,PR,0,0,2015,21,True,None,None,1,1,0,0,1,0,0,1,0,0,68,20,8,10,20,44,11,11,16,-11
Palmeiras,SP,Joinville,SC,3,2,2015,21,False,Palmeiras,Joinville,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,9,31,7,10,21,-22
Chapecoense,SC,Corinthians,SP,1,3,2015,21,False,Corinthians,Chapecoense,0,3,0,1,0,1,0,0,-2,2,47,12,11,15,-10,81,24,9,5,40
Fluminense,RJ,Atletico-MG,MG,1,2,2015,21,False,Atletico-MG,Fluminense,0,3,0,1,0,1,0,0,-1,1,47,14,5,19,-9,70,21,7,10,20
Sport,PE,Flamengo,RJ,0,1,2015,21,False,Flamengo,Sport,0,3,0,1,0,1,0,0,-1,1,59,15,14,9,15,49,15,4,19,-8
Cruzeiro,MG,Santos,SP,0,1,2015,21,False,Santos,Cruzeiro,0,3,0,1,0,1,0,0,-1,1,55,15,10,13,9,58,16,10,12,18
Athletico-PR,PR,Goias,GO,3,0,2015,21,False,Athletico-PR,Goias,3,0,1,0,0,0,1,0,3,-3,51,14,9,15,-5,38,10,8,20,-13
Ponte Preta,SP,Cruzeiro,MG,1,2,2015,22,False,Cruzeiro,Ponte Preta,0,3,0,1,0,1,0,0,-1,1,51,13,12,13,1,55,15,10,13,9
Internacional,RS,Vasco da Gama,RJ,6,0,2015,22,False,Internacional,Vasco da Gama,3,0,1,0,0,0,1,0,6,-6,60,17,9,12,1,41,10,11,17,-26
Joinville,SC,Sao Paulo,SP,0,0,2015,22,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-22,60,17,9,12,7
Flamengo,RJ,Avai,SC,3,0,2015,22,False,Flamengo,Avai,3,0,1,0,0,0,1,0,3,-3,49,15,4,19,-8,42,11,9,18,-22
Atletico-MG,MG,Athletico-PR,PR,0,1,2015,22,False,Athletico-PR,Atletico-MG,0,3,0,1,0,1,0,0,-1,1,70,21,7,10,20,51,14,9,15,-5
Coritiba,PR,Sport,PE,0,0,2015,22,True,None,None,1,1,0,0,1,0,0,1,0,0,44,11,11,16,-11,59,15,14,9,15
Goias,GO,Palmeiras,SP,1,0,2015,22,False,Goias,Palmeiras,3,0,1,0,0,0,1,0,1,-1,38,10,8,20,-13,53,15,8,15,9
Corinthians,SP,Fluminense,RJ,2,0,2015,22,False,Corinthians,Fluminense,3,0,1,0,0,0,1,0,2,-2,81,24,9,5,40,47,14,5,19,-9
Santos,SP,Chapecoense,SC,3,1,2015,22,False,Santos,Chapecoense,3,0,1,0,0,0,1,0,2,-2,58,16,10,12,18,47,12,11,15,-10
Figueirense,SC,Gremio,RS,0,2,2015,22,False,Gremio,Figueirense,0,3,0,1,0,1,0,0,-2,2,43,11,10,17,-14,68,20,8,10,20
Sao Paulo,SP,Internacional,RS,2,0,2015,23,False,Sao Paulo,Internacional,3,0,1,0,0,0,1,0,2,-2,60,17,9,12,7,60,17,9,12,1
Vasco da Gama,RJ,Atletico-MG,MG,1,2,2015,23,False,Atletico-MG,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,41,10,11,17,-26,70,21,7,10,20
Athletico-PR,PR,Joinville,SC,0,0,2015,23,True,None,None,1,1,0,0,1,0,0,1,0,0,51,14,9,15,-5,31,7,10,21,-22
Cruzeiro,MG,Figueirense,SC,5,1,2015,23,False,Cruzeiro,Figueirense,3,0,1,0,0,0,1,0,4,-4,55,15,10,13,9,43,11,10,17,-14
Chapecoense,SC,Ponte Preta,SP,0,0,2015,23,True,None,None,1,1,0,0,1,0,0,1,0,0,47,12,11,15,-10,51,13,12,13,1
Avai,SC,Coritiba,PR,0,2,2015,23,False,Coritiba,Avai,0,3,0,1,0,1,0,0,-2,2,42,11,9,18,-22,44,11,11,16,-11
Fluminense,RJ,Flamengo,RJ,1,3,2015,23,False,Flamengo,Fluminense,0,3,0,1,0,1,0,0,-2,2,47,14,5,19,-9,49,15,4,19,-8
Gremio,RS,Goias,GO,2,1,2015,23,False,Gremio,Goias,3,0,1,0,0,0,1,0,1,-1,68,20,8,10,20,38,10,8,20,-13
Palmeiras,SP,Corinthians,SP,3,3,2015,23,True,None,None,1,1,0,0,1,0,0,1,0,0,53,15,8,15,9,81,24,9,5,40
Sport,PE,Santos,SP,1,1,2015,23,True,None,None,1,1,0,0,1,0,0,1,0,0,59,15,14,9,15,58,16,10,12,18
Internacional,RS,Palmeiras,SP,1,0,2015,24,False,Internacional,Palmeiras,3,0,1,0,0,0,1,0,1,-1,60,17,9,12,1,53,15,8,15,9
Atletico-MG,MG,Avai,SC,2,0,2015,24,False,Atletico-MG,Avai,3,0,1,0,0,0,1,0,2,-2,70,21,7,10,20,42,11,9,18,-22
Ponte Preta,SP,Vasco da Gama,RJ,0,1,2015,24,False,Vasco da Gama,Ponte Preta,0,3,0,1,0,1,0,0,-1,1,51,13,12,13,1,41,10,11,17,-26
Figueirense,SC,Athletico-PR,PR,1,1,2015,24,True,None,None,1,1,0,0,1,0,0,1,0,0,43,11,10,17,-14,51,14,9,15,-5
Corinthians,SP,Gremio,RS,1,1,2015,24,True,None,None,1,1,0,0,1,0,0,1,0,0,81,24,9,5,40,68,20,8,10,20
Santos,SP,Sao Paulo,SP,3,0,2015,24,False,Santos,Sao Paulo,3,0,1,0,0,0,1,0,3,-3,58,16,10,12,18,60,17,9,12,7
Coritiba,PR,Fluminense,RJ,1,1,2015,24,True,None,None,1,1,0,0,1,0,0,1,0,0,44,11,11,16,-11,47,14,5,19,-9
Goias,GO,Sport,PE,1,0,2015,24,False,Goias,Sport,3,0,1,0,0,0,1,0,1,-1,38,10,8,20,-13,59,15,14,9,15
Flamengo,RJ,Cruzeiro,MG,2,0,2015,24,False,Flamengo,Cruzeiro,3,0,1,0,0,0,1,0,2,-2,49,15,4,19,-8,55,15,10,13,9
Joinville,SC,Chapecoense,SC,0,0,2015,24,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-22,47,12,11,15,-10
Coritiba,PR,Internacional,RS,0,1,2015,25,False,Internacional,Coritiba,0,3,0,1,0,1,0,0,-1,1,44,11,11,16,-11,60,17,9,12,1
Palmeiras,SP,Figueirense,SC,2,0,2015,25,False,Palmeiras,Figueirense,3,0,1,0,0,0,1,0,2,-2,53,15,8,15,9,43,11,10,17,-14
Corinthians,SP,Joinville,SC,3,0,2015,25,False,Corinthians,Joinville,3,0,1,0,0,0,1,0,3,-3,81,24,9,5,40,31,7,10,21,-22
Ponte Preta,SP,Santos,SP,3,1,2015,25,False,Ponte Preta,Santos,3,0,1,0,0,0,1,0,2,-2,51,13,12,13,1,58,16,10,12,18
Vasco da Gama,RJ,Athletico-PR,PR,2,0,2015,25,False,Vasco da Gama,Athletico-PR,3,0,1,0,0,0,1,0,2,-2,41,10,11,17,-26,51,14,9,15,-5
Gremio,RS,Sao Paulo,SP,1,2,2015,25,False,Sao Paulo,Gremio,0,3,0,1,0,1,0,0,-1,1,68,20,8,10,20,60,17,9,12,7
Cruzeiro,MG,Atletico-MG,MG,1,1,2015,25,True,None,None,1,1,0,0,1,0,0,1,0,0,55,15,10,13,9,70,21,7,10,20
Chapecoense,SC,Flamengo,RJ,1,3,2015,25,False,Flamengo,Chapecoense,0,3,0,1,0,1,0,0,-2,2,47,12,11,15,-10,49,15,4,19,-8
Sport,PE,Fluminense,RJ,1,0,2015,25,False,Sport,Fluminense,3,0,1,0,0,0,1,0,1,-1,59,15,14,9,15,47,14,5,19,-9
Avai,SC,Goias,GO,2,1,2015,25,False,Avai,Goias,3,0,1,0,0,0,1,0,1,-1,42,11,9,18,-22,38,10,8,20,-13
Fluminense,RJ,Palmeiras,SP,1,4,2015,26,False,Palmeiras,Fluminense,0,3,0,1,0,1,0,0,-3,3,47,14,5,19,-9,53,15,8,15,9
Joinville,SC,Sport,PE,1,1,2015,26,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-22,59,15,14,9,15
Goias,GO,Ponte Preta,SP,1,2,2015,26,False,Ponte Preta,Goias,0,3,0,1,0,1,0,0,-1,1,38,10,8,20,-13,51,13,12,13,1
Figueirense,SC,Avai,SC,0,1,2015,26,False,Avai,Figueirense,0,3,0,1,0,1,0,0,-1,1,43,11,10,17,-14,42,11,9,18,-22
Athletico-PR,PR,Gremio,RS,1,2,2015,26,False,Gremio,Athletico-PR,0,3,0,1,0,1,0,0,-1,1,51,14,9,15,-5,68,20,8,10,20
Santos,SP,Atletico-MG,MG,4,0,2015,26,False,Santos,Atletico-MG,3,0,1,0,0,0,1,0,4,-4,58,16,10,12,18,70,21,7,10,20
Internacional,RS,Corinthians,SP,2,1,2015,26,False,Internacional,Corinthians,3,0,1,0,0,0,1,0,1,-1,60,17,9,12,1,81,24,9,5,40
Cruzeiro,MG,Vasco da Gama,RJ,2,2,2015,26,True,None,None,1,1,0,0,1,0,0,1,0,0,55,15,10,13,9,41,10,11,17,-26
Sao Paulo,SP,Chapecoense,SC,0,0,2015,26,True,None,None,1,1,0,0,1,0,0,1,0,0,60,17,9,12,7,47,12,11,15,-10
Flamengo,RJ,Coritiba,PR,0,2,2015,26,False,Coritiba,Flamengo,0,3,0,1,0,1,0,0,-2,2,49,15,4,19,-8,44,11,11,16,-11
Internacional,RS,Figueirense,SC,1,1,2015,27,True,None,None,1,1,0,0,1,0,0,1,0,0,60,17,9,12,1,43,11,10,17,-14
Palmeiras,SP,Gremio,RS,3,2,2015,27,False,Palmeiras,Gremio,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,9,68,20,8,10,20
Ponte Preta,SP,Fluminense,RJ,3,1,2015,27,False,Ponte Preta,Fluminense,3,0,1,0,0,0,1,0,2,-2,51,13,12,13,1,47,14,5,19,-9
Corinthians,SP,Santos,SP,2,0,2015,27,False,Corinthians,Santos,3,0,1,0,0,0,1,0,2,-2,81,24,9,5,40,58,16,10,12,18
Goias,GO,Joinville,SC,3,0,2015,27,False,Goias,Joinville,3,0,1,0,0,0,1,0,3,-3,38,10,8,20,-13,31,7,10,21,-22
Vasco da Gama,RJ,Sport,PE,2,1,2015,27,False,Vasco da Gama,Sport,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-26,59,15,14,9,15
Atletico-MG,MG,Flamengo,RJ,4,1,2015,27,False,Atletico-MG,Flamengo,3,0,1,0,0,0,1,0,3,-3,70,21,7,10,20,49,15,4,19,-8
Avai,SC,Sao Paulo,SP,2,1,2015,27,False,Avai,Sao Paulo,3,0,1,0,0,0,1,0,1,-1,42,11,9,18,-22,60,17,9,12,7
Coritiba,PR,Athletico-PR,PR,2,0,2015,27,False,Coritiba,Athletico-PR,3,0,1,0,0,0,1,0,2,-2,44,11,11,16,-11,51,14,9,15,-5
Chapecoense,SC,Cruzeiro,MG,0,2,2015,27,False,Cruzeiro,Chapecoense,0,3,0,1,0,1,0,0,-2,2,47,12,11,15,-10,55,15,10,13,9
Fluminense,RJ,Goias,GO,2,0,2015,28,False,Fluminense,Goias,3,0,1,0,0,0,1,0,2,-2,47,14,5,19,-9,38,10,8,20,-13
Gremio,RS,Avai,SC,3,1,2015,28,False,Gremio,Avai,3,0,1,0,0,0,1,0,2,-2,68,20,8,10,20,42,11,9,18,-22
Athletico-PR,PR,Ponte Preta,SP,1,2,2015,28,False,Ponte Preta,Athletico-PR,0,3,0,1,0,1,0,0,-1,1,51,14,9,15,-5,51,13,12,13,1
Santos,SP,Internacional,RS,3,1,2015,28,False,Santos,Internacional,3,0,1,0,0,0,1,0,2,-2,58,16,10,12,18,60,17,9,12,1
Sao Paulo,SP,Palmeiras,SP,1,1,2015,28,True,None,None,1,1,0,0,1,0,0,1,0,0,60,17,9,12,7,53,15,8,15,9
Flamengo,RJ,Vasco da Gama,RJ,1,2,2015,28,False,Vasco da Gama,Flamengo,0,3,0,1,0,1,0,0,-1,1,49,15,4,19,-8,41,10,11,17,-26
Figueirense,SC,Corinthians,SP,1,3,2015,28,False,Corinthians,Figueirense,0,3,0,1,0,1,0,0,-2,2,43,11,10,17,-14,81,24,9,5,40
Joinville,SC,Atletico-MG,MG,2,2,2015,28,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-22,70,21,7,10,20
